timestamp,epoch,train_loss,val_loss,train_r2,val_r2,lr
2025-12-26T23:05:08.153649,0,1.017627,0.909699,-0.017627,0.080553,0.000023
2025-12-26T23:05:16.768143,1,0.916764,0.843072,0.083236,0.149993,0.000032
2025-12-26T23:05:25.721430,2,0.861862,0.796373,0.138138,0.197999,0.000046
2025-12-26T23:05:36.227842,3,0.817910,0.738362,0.182090,0.257337,0.000066
2025-12-26T23:05:44.969584,4,0.768103,0.710213,0.231897,0.285996,0.000090
2025-12-26T23:05:55.380621,5,0.724301,0.697215,0.275699,0.299295,0.000119
2025-12-26T23:06:04.546443,6,0.691160,0.646897,0.308840,0.349867,0.000151
2025-12-26T23:06:14.306662,7,0.673583,0.632000,0.326417,0.365400,0.000186
2025-12-26T23:06:23.244857,8,0.650049,0.623980,0.349951,0.372949,0.000223
2025-12-26T23:06:33.444570,9,0.632638,0.596994,0.367362,0.401312,0.000260
2025-12-26T23:06:43.521872,10,0.613641,0.589227,0.386359,0.409236,0.000298
2025-12-26T23:06:53.767799,11,0.603338,0.594846,0.396662,0.402626,0.000334
2025-12-26T23:07:03.252579,12,0.588169,0.562861,0.411831,0.435121,0.000369
2025-12-26T23:07:13.568731,13,0.576825,0.544378,0.423175,0.454151,0.000401
2025-12-26T23:07:23.921479,14,0.566336,0.594328,0.433664,0.401966,0.000430
2025-12-26T23:07:31.807391,15,0.550816,0.559829,0.449184,0.437627,0.000454
2025-12-26T23:07:36.340901,16,0.541732,0.515857,0.458268,0.481826,0.000474
2025-12-26T23:07:41.535752,17,0.528022,0.525847,0.471978,0.472103,0.000488
2025-12-26T23:07:46.727871,18,0.521641,0.515541,0.478359,0.482332,0.000497
2025-12-26T23:07:50.917635,19,0.511256,0.505796,0.488744,0.491465,0.000500
2025-12-26T23:07:54.756877,20,0.502042,0.508653,0.497958,0.487522,0.000500
2025-12-26T23:07:58.758938,21,0.488817,0.508047,0.511183,0.488902,0.000500
