timestamp,epoch,train_loss,val_loss,train_r2,val_r2,lr
2025-12-26T12:29:02.828803,0,1.298100,1.023887,-0.293305,-0.037406,0.000023
2025-12-26T12:29:06.003232,1,1.142303,1.005067,-0.142303,-0.017839,0.000032
2025-12-26T12:29:09.092587,2,1.072304,0.999175,-0.072304,-0.011672,0.000046
2025-12-26T12:29:12.183143,3,1.034017,0.995254,-0.034017,-0.007779,0.000066
2025-12-26T12:29:15.277193,4,1.013005,0.986930,-0.013005,0.000569,0.000091
2025-12-26T12:29:18.376210,5,0.991885,0.966003,0.008115,0.022043,0.000120
2025-12-26T12:29:21.467871,6,0.967178,0.929533,0.032822,0.059753,0.000152
2025-12-26T12:29:24.570298,7,0.935458,0.889857,0.064542,0.101127,0.000187
2025-12-26T12:29:27.667069,8,0.905155,0.860681,0.094845,0.131660,0.000224
2025-12-26T12:29:30.775394,9,0.879245,0.833352,0.120756,0.159858,0.000262
2025-12-26T12:29:33.900893,10,0.857288,1.397257,0.142712,-0.423789,0.000300
2025-12-26T12:29:36.980938,11,0.835299,1.193476,0.164701,-0.220000,0.000336
2025-12-26T12:29:40.067912,12,0.808556,1.582242,0.191444,-0.522508,0.000371
2025-12-26T12:29:43.153728,13,0.790300,0.887132,0.209700,0.100636,0.000403
2025-12-26T12:29:46.252045,14,0.764421,0.726600,0.235579,0.268813,0.000432
2025-12-26T12:29:49.357930,15,0.748862,0.710821,0.251138,0.284333,0.000456
2025-12-26T12:29:52.459786,16,0.748363,0.677378,0.251637,0.319261,0.000475
2025-12-26T12:29:55.571835,17,0.714784,0.964964,0.285216,0.020884,0.000489
2025-12-26T12:29:58.679783,18,0.697227,0.732750,0.302773,0.262217,0.000498
2025-12-26T12:30:01.779647,19,0.687009,0.646748,0.312991,0.349763,0.000500
2025-12-26T12:30:04.885911,20,0.670292,0.709993,0.329708,0.284660,0.000500
2025-12-26T12:30:07.989949,21,0.660764,0.700118,0.339236,0.294625,0.000500
2025-12-26T12:30:11.088233,22,0.662144,0.622544,0.337856,0.375009,0.000500
2025-12-26T12:30:14.193922,23,0.643316,0.614448,0.356684,0.383293,0.000499
2025-12-26T12:30:17.302816,24,0.636505,0.625455,0.363495,0.372325,0.000499
2025-12-26T12:30:20.391455,25,0.631948,0.609491,0.368053,0.388346,0.000499
2025-12-26T12:30:23.497732,26,0.619390,0.595988,0.380610,0.402724,0.000498
2025-12-26T12:30:26.599135,27,0.619022,0.610939,0.380978,0.386413,0.000498
2025-12-26T12:30:29.687822,28,0.617404,0.596341,0.382596,0.401313,0.000497
2025-12-26T12:30:32.786909,29,0.603581,0.623860,0.396419,0.372331,0.000496
2025-12-26T12:30:35.883087,30,0.601422,0.590627,0.398578,0.407277,0.000495
2025-12-26T12:30:39.064941,31,0.590967,0.589191,0.409033,0.408501,0.000494
2025-12-26T12:30:42.171078,32,0.589369,0.605653,0.410631,0.392946,0.000493
2025-12-26T12:30:45.273535,33,0.585414,0.587342,0.414586,0.410750,0.000492
2025-12-26T12:30:48.380651,34,0.578537,0.620904,0.421463,0.376470,0.000491
2025-12-26T12:30:51.479710,35,0.584048,0.628835,0.415952,0.367693,0.000490
2025-12-26T12:30:54.579606,36,0.571710,0.591720,0.428290,0.405426,0.000489
2025-12-26T12:30:57.703067,37,0.567584,0.583821,0.432416,0.413731,0.000488
2025-12-26T12:31:00.814115,38,0.561567,0.564034,0.438434,0.433159,0.000486
2025-12-26T12:31:03.959813,39,0.560317,0.572215,0.439683,0.424387,0.000485
2025-12-26T12:31:07.061457,40,0.556274,0.561496,0.443726,0.436470,0.000483
2025-12-26T12:31:10.169127,41,0.551341,0.634107,0.448659,0.359040,0.000482
2025-12-26T12:31:13.268082,42,0.549673,0.562444,0.450327,0.436407,0.000480
2025-12-26T12:31:16.367776,43,0.549875,0.580735,0.450125,0.417477,0.000478
2025-12-26T12:31:19.465923,44,0.544388,0.565838,0.455612,0.431853,0.000476
2025-12-26T12:31:22.567544,45,0.537977,0.540962,0.462023,0.456383,0.000475
2025-12-26T12:31:25.670099,46,0.534796,0.543708,0.465204,0.454222,0.000473
2025-12-26T12:31:28.768567,47,0.532429,0.541652,0.467571,0.455439,0.000471
2025-12-26T12:31:31.869551,48,0.530022,0.526784,0.469978,0.470548,0.000468
2025-12-26T12:31:34.972027,49,0.520900,0.544051,0.479100,0.454118,0.000466
2025-12-26T12:31:38.072753,50,0.518779,0.695894,0.481221,0.299286,0.000464
2025-12-26T12:31:41.170143,51,0.516993,0.648325,0.483007,0.347422,0.000462
2025-12-26T12:31:44.269887,52,0.515317,0.532040,0.484683,0.465353,0.000459
2025-12-26T12:31:47.369215,53,0.508144,0.523897,0.491856,0.473552,0.000457
2025-12-26T12:31:50.469666,54,0.504098,0.541708,0.495902,0.456906,0.000455
2025-12-26T12:31:53.569218,55,0.504250,0.530203,0.495750,0.468260,0.000452
2025-12-26T12:31:56.670813,56,0.505611,0.561256,0.494389,0.436855,0.000449
2025-12-26T12:31:59.775482,57,0.505535,0.571638,0.494465,0.426659,0.000447
2025-12-26T12:32:02.881271,58,0.498451,0.530215,0.501549,0.467361,0.000444
2025-12-26T12:32:05.978680,59,0.493906,0.536328,0.506094,0.462127,0.000441
2025-12-26T12:32:09.080738,60,0.491928,0.527984,0.508072,0.471023,0.000438
2025-12-26T12:32:12.185112,61,0.485957,0.574268,0.514043,0.422757,0.000435
2025-12-26T12:32:15.286095,62,0.486554,0.530297,0.513446,0.467262,0.000433
2025-12-26T12:32:18.384932,63,0.484666,0.515823,0.515334,0.481051,0.000430
2025-12-26T12:32:21.487748,64,0.484227,0.516811,0.515773,0.481594,0.000426
2025-12-26T12:32:24.588715,65,0.481626,0.541203,0.518374,0.457057,0.000423
2025-12-26T12:32:27.692802,66,0.479418,0.526122,0.520582,0.471612,0.000420
2025-12-26T12:32:30.789513,67,0.472480,0.536043,0.527520,0.460113,0.000417
2025-12-26T12:32:33.887617,68,0.470240,0.511001,0.529760,0.486208,0.000414
2025-12-26T12:32:36.993316,69,0.470897,0.507757,0.529103,0.489748,0.000410
2025-12-26T12:32:40.095496,70,0.463753,0.523529,0.536247,0.475133,0.000407
2025-12-26T12:32:43.192519,71,0.464867,0.522669,0.535133,0.474976,0.000404
2025-12-26T12:32:46.289749,72,0.459740,0.533124,0.540260,0.464749,0.000400
2025-12-26T12:32:49.387017,73,0.460552,0.514199,0.539448,0.482130,0.000397
2025-12-26T12:32:52.486472,74,0.459558,0.505344,0.540442,0.491806,0.000393
2025-12-26T12:32:55.589502,75,0.458940,0.495666,0.541060,0.501798,0.000389
2025-12-26T12:32:58.689306,76,0.456002,0.499364,0.543998,0.497567,0.000386
2025-12-26T12:33:01.790104,77,0.451687,0.506338,0.548313,0.490243,0.000382
2025-12-26T12:33:04.892095,78,0.457116,0.487658,0.542884,0.510656,0.000378
2025-12-26T12:33:07.999658,79,0.452334,0.512522,0.547666,0.483365,0.000375
2025-12-26T12:33:11.098796,80,0.451368,0.499121,0.548632,0.497619,0.000371
2025-12-26T12:33:14.201645,81,0.450568,0.531854,0.549432,0.463603,0.000367
2025-12-26T12:33:17.301367,82,0.450985,0.584183,0.549015,0.416240,0.000363
2025-12-26T12:33:20.401352,83,0.444187,0.565107,0.555813,0.430956,0.000359
2025-12-26T12:33:23.504434,84,0.444158,0.649693,0.555842,0.344338,0.000355
2025-12-26T12:33:26.611361,85,0.438966,0.607037,0.561034,0.388469,0.000351
2025-12-26T12:33:29.733471,86,0.437731,0.493634,0.562269,0.502981,0.000347
2025-12-26T12:33:32.907479,87,0.436561,0.507021,0.563439,0.490733,0.000343
2025-12-26T12:33:36.106093,88,0.434054,0.493028,0.565946,0.503692,0.000339
2025-12-26T12:33:39.283770,89,0.431823,0.481475,0.568177,0.514948,0.000335
2025-12-26T12:33:42.589069,90,0.429940,0.485526,0.570060,0.510886,0.000331
2025-12-26T12:33:45.785967,91,0.427436,0.511396,0.572564,0.485497,0.000327
2025-12-26T12:33:48.992516,92,0.430495,0.481095,0.569505,0.515786,0.000323
2025-12-26T12:33:52.430694,93,0.428090,0.480476,0.571910,0.516218,0.000318
2025-12-26T12:33:55.791608,94,0.426944,0.491238,0.573056,0.505865,0.000314
2025-12-26T12:33:59.028888,95,0.424277,0.486688,0.575723,0.510200,0.000310
2025-12-26T12:34:02.208792,96,0.423562,0.487826,0.576438,0.508778,0.000306
2025-12-26T12:34:08.719710,97,0.420985,0.493430,0.579015,0.503622,0.000302
2025-12-26T12:34:11.912820,98,0.421105,0.478965,0.578895,0.518427,0.000297
2025-12-26T12:34:15.290148,99,0.417991,0.489864,0.582009,0.507303,0.000293
2025-12-26T12:34:18.500095,100,0.417937,0.475329,0.582063,0.521493,0.000289
2025-12-26T12:34:21.630614,101,0.417238,0.481474,0.582762,0.515455,0.000284
2025-12-26T12:34:24.740959,102,0.416692,0.477038,0.583308,0.519922,0.000280
2025-12-26T12:34:27.845669,103,0.414272,0.475928,0.585728,0.520843,0.000276
2025-12-26T12:34:30.945206,104,0.414324,0.478194,0.585676,0.518282,0.000271
2025-12-26T12:34:34.062712,105,0.412080,0.475392,0.587920,0.521237,0.000267
2025-12-26T12:34:37.245535,106,0.411595,0.486183,0.588405,0.509819,0.000263
2025-12-26T12:34:40.449423,107,0.411329,0.474824,0.588671,0.521843,0.000258
2025-12-26T12:34:43.707664,108,0.409285,0.493821,0.590715,0.502870,0.000254
2025-12-26T12:34:46.918579,109,0.409051,0.499968,0.590949,0.496447,0.000250
2025-12-26T12:34:50.130089,110,0.408675,0.480836,0.591325,0.516175,0.000245
2025-12-26T12:34:53.334564,111,0.405376,0.486754,0.594624,0.510775,0.000241
2025-12-26T12:34:56.518702,112,0.405573,0.484930,0.594427,0.512684,0.000236
2025-12-26T12:34:59.715313,113,0.402128,0.479004,0.597872,0.517821,0.000232
2025-12-26T12:35:02.917485,114,0.402994,0.484125,0.597006,0.513211,0.000228
2025-12-26T12:35:06.085592,115,0.399043,0.470851,0.600957,0.526586,0.000223
2025-12-26T12:35:09.271596,116,0.400096,0.471572,0.599904,0.526152,0.000219
2025-12-26T12:35:12.481706,117,0.400117,0.476006,0.599883,0.521408,0.000215
2025-12-26T12:35:15.658521,118,0.402210,0.520452,0.597790,0.476256,0.000210
2025-12-26T12:35:18.859924,119,0.403880,0.474236,0.596120,0.522961,0.000206
2025-12-26T12:35:22.066409,120,0.399751,0.480987,0.600249,0.515675,0.000202
2025-12-26T12:35:25.266481,121,0.397539,0.474372,0.602461,0.521887,0.000198
2025-12-26T12:35:28.451255,122,0.395133,0.475126,0.604867,0.521549,0.000193
2025-12-26T12:35:31.641141,123,0.393885,0.474896,0.606115,0.521826,0.000189
2025-12-26T12:35:34.838479,124,0.394885,0.472174,0.605115,0.524289,0.000185
2025-12-26T12:35:38.035860,125,0.391732,0.464371,0.608268,0.532355,0.000181
2025-12-26T12:35:41.229635,126,0.391708,0.478298,0.608292,0.518945,0.000177
2025-12-26T12:35:44.427025,127,0.391009,0.470572,0.608991,0.526366,0.000172
2025-12-26T12:35:47.646527,128,0.390533,0.464547,0.609467,0.532238,0.000168
2025-12-26T12:35:50.837084,129,0.392162,0.467331,0.607838,0.529101,0.000164
2025-12-26T12:35:54.013804,130,0.387423,0.473945,0.612577,0.523372,0.000160
2025-12-26T12:35:57.213051,131,0.388733,0.476906,0.611267,0.520891,0.000156
2025-12-26T12:36:00.391890,132,0.387332,0.481606,0.612668,0.515664,0.000152
2025-12-26T12:36:03.575921,133,0.389065,0.472967,0.610935,0.523794,0.000148
2025-12-26T12:36:06.773933,134,0.388080,0.466920,0.611920,0.529953,0.000144
2025-12-26T12:36:09.960344,135,0.387470,0.468285,0.612530,0.528845,0.000140
2025-12-26T12:36:13.135244,136,0.385987,0.462967,0.614013,0.534125,0.000136
2025-12-26T12:36:16.498874,137,0.387896,0.471653,0.612104,0.525533,0.000132
2025-12-26T12:36:19.695348,138,0.385291,0.469947,0.614709,0.526589,0.000128
2025-12-26T12:36:22.913649,139,0.385774,0.466095,0.614226,0.531268,0.000125
2025-12-26T12:36:26.092109,140,0.385000,0.467168,0.615000,0.530001,0.000121
