timestamp,epoch,train_loss,val_loss,train_r2,val_r2,lr
2025-12-25T20:16:51.235365,0,0.972063,0.972752,0.009046,-0.014302,0.000043
2025-12-25T20:17:18.939160,1,0.908548,1.071514,0.072113,-0.111631,0.000051
2025-12-25T20:17:53.989868,2,0.875234,0.996547,0.105404,-0.037118,0.000064
2025-12-25T20:18:31.381688,3,0.855117,0.934859,0.125485,0.024605,0.000082
2025-12-25T20:19:11.159292,4,0.837569,0.842064,0.143013,0.118439,0.000105
2025-12-25T20:19:50.692013,5,0.818944,0.789696,0.161623,0.171032,0.000132
2025-12-25T20:20:30.417794,6,0.795762,0.776251,0.184801,0.184128,0.000164
2025-12-25T20:21:09.747105,7,0.778470,0.761710,0.202092,0.198510,0.000199
2025-12-25T20:21:49.543481,8,0.761227,0.744370,0.219329,0.216483,0.000239
2025-12-25T20:22:28.463921,9,0.755295,0.743317,0.225255,0.216891,0.000281
2025-12-25T20:23:07.681080,10,0.749394,0.750855,0.231148,0.208839,0.000326
2025-12-25T20:23:44.842123,11,0.740810,0.741129,0.239729,0.217432,0.000373
2025-12-25T20:24:24.449302,12,0.736971,0.751699,0.243562,0.207931,0.000421
2025-12-25T20:25:00.438028,13,0.732729,0.778371,0.247800,0.182738,0.000471
2025-12-25T20:25:37.576143,14,0.740914,0.883163,0.239610,0.078278,0.000521
2025-12-25T20:26:15.005002,15,0.726027,0.727725,0.254496,0.231400,0.000572
2025-12-25T20:26:54.361766,16,0.688459,0.714107,0.292061,0.244338,0.000621
2025-12-25T20:27:33.885689,17,0.682582,0.719535,0.297936,0.237389,0.000670
2025-12-25T20:28:11.042471,18,0.679897,0.712746,0.300618,0.245328,0.000717
2025-12-25T20:28:50.788481,19,0.696714,0.718138,0.283801,0.240335,0.000762
2025-12-25T20:29:28.124050,20,0.706671,0.717417,0.273843,0.241264,0.000804
2025-12-25T20:30:05.390384,21,0.724678,0.765492,0.255836,0.192872,0.000843
2025-12-25T20:30:41.675163,22,0.785329,0.799746,0.195179,0.160321,0.000878
2025-12-25T20:31:13.474264,23,0.731990,0.708619,0.248520,0.250992,0.000910
2025-12-25T20:31:41.964586,24,0.687721,0.686743,0.292787,0.272386,0.000937
2025-12-25T20:32:10.516343,25,0.672233,0.702375,0.308274,0.257870,0.000959
2025-12-25T20:32:36.850689,26,0.659221,0.743138,0.321287,0.217806,0.000977
2025-12-25T20:33:03.253920,27,0.688846,0.741101,0.291663,0.219676,0.000990
2025-12-25T20:33:29.741073,28,0.693866,0.723181,0.286640,0.235753,0.000998
2025-12-25T20:33:56.226864,29,0.689040,0.716263,0.291466,0.242981,0.001000
2025-12-25T20:34:22.616572,30,0.648527,0.683700,0.331981,0.274780,0.001000
2025-12-25T20:34:51.225348,31,0.633801,0.717462,0.346706,0.238612,0.001000
2025-12-25T20:35:17.737520,32,0.614108,0.668811,0.366398,0.286616,0.001000
2025-12-25T20:35:46.272556,33,0.597456,0.680325,0.383052,0.276631,0.000999
2025-12-25T20:36:12.713651,34,0.587167,0.671035,0.393342,0.285864,0.000999
